domain,year,url
1000bulbs.com,2009,https://web.archive.org/web/20090604043333/http://www.1000bulbs.com:80/
1000bulbs.com,2010,https://web.archive.org/web/20101231143820/http://www.1000bulbs.com/
1000bulbs.com,2011,https://web.archive.org/web/20111228071456/http://www.1000bulbs.com:80/
1000bulbs.com,2012,https://web.archive.org/web/20121226235104/http://www.1000bulbs.com:80/
1000bulbs.com,2013,https://web.archive.org/web/20131231104800/http://www.1000bulbs.com/
1000bulbs.com,2014,https://web.archive.org/web/20141223193714/https://www.1000bulbs.com/
1000bulbs.com,2015,https://web.archive.org/web/20151127205748/https://www.1000bulbs.com/
1000bulbs.com,2016,https://web.archive.org/web/20161231133439/https://www.1000bulbs.com/
1000bulbs.com,2017,https://web.archive.org/web/20171230235505/https://www.1000bulbs.com/
1000bulbs.com,2018,https://web.archive.org/web/20181130154359/https://www.1000bulbs.com/
1000bulbs.com,2019,https://web.archive.org/web/20191228074223/https://www.1000bulbs.com/
1000bulbs.com,2020,https://web.archive.org/web/20201207191551/https://www.1000bulbs.com/
1000bulbs.com,2021,https://web.archive.org/web/20211226003500/https://www.1000bulbs.com/
1000bulbs.com,2022,https://web.archive.org/web/20221231022440/https://www.1000bulbs.com/
1000bulbs.com,2023,https://web.archive.org/web/20231212002134/https://www.1000bulbs.com/
1000bulbs.com,2024,https://web.archive.org/web/20241231211005/https://www.1000bulbs.com/
1000bulbs.com,2025,https://web.archive.org/web/20250504171113/https://www.1000bulbs.com/
agentprovocateur.com,2009,https://web.archive.org/web/20091227225649/http://www.agentprovocateur.com:80/
agentprovocateur.com,2010,https://web.archive.org/web/20101231132708/http://www.agentprovocateur.com:80/
agentprovocateur.com,2011,https://web.archive.org/web/20111230011949/http://www.agentprovocateur.com:80/
agentprovocateur.com,2012,https://web.archive.org/web/20121230213336/http://www.agentprovocateur.com:80/
agentprovocateur.com,2013,https://web.archive.org/web/20131230232320/http://www.agentprovocateur.com/
agentprovocateur.com,2014,https://web.archive.org/web/20141231164041/http://www.agentprovocateur.com/
agentprovocateur.com,2015,https://web.archive.org/web/20150907052752/https://www.agentprovocateur.com/
agentprovocateur.com,2016,https://web.archive.org/web/20160806220634/https://www.agentprovocateur.com/
agentprovocateur.com,2017,https://web.archive.org/web/20171228072130/https://www.agentprovocateur.com/
agentprovocateur.com,2018,https://web.archive.org/web/20181224062640/https://www.agentprovocateur.com/
agentprovocateur.com,2019,https://web.archive.org/web/20190907161954/https://www.agentprovocateur.com/
agentprovocateur.com,2020,https://web.archive.org/web/20201202045237/https://www.agentprovocateur.com/
agentprovocateur.com,2021,https://web.archive.org/web/20210705204218/https://www.agentprovocateur.com/
agentprovocateur.com,2022,https://web.archive.org/web/20220426143939/https://www.agentprovocateur.com/
agentprovocateur.com,2023,https://web.archive.org/web/20231206095726/https://www.agentprovocateur.com/
agentprovocateur.com,2024,https://web.archive.org/web/20241117085408/https://www.agentprovocateur.com/
agentprovocateur.com,2025,https://web.archive.org/web/20250317234547/https://www.agentprovocateur.com/
agrisupply.com,2010,https://web.archive.org/web/20101204230817/http://www.agrisupply.com/
agrisupply.com,2011,https://web.archive.org/web/20111012030127/http://www.agrisupply.com/
agrisupply.com,2012,https://web.archive.org/web/20121227080349/http://www.agrisupply.com:80/
agrisupply.com,2013,https://web.archive.org/web/20130817010825/http://www.agrisupply.com/
agrisupply.com,2014,https://web.archive.org/web/20141225195325/http://www.agrisupply.com/
agrisupply.com,2015,https://web.archive.org/web/20151222213456/http://www.agrisupply.com/
agrisupply.com,2016,https://web.archive.org/web/20161203003231/http://www.agrisupply.com/
agrisupply.com,2017,https://web.archive.org/web/20171219081333/http://www.agrisupply.com:80/
agrisupply.com,2018,https://web.archive.org/web/20181210182045/https://www.agrisupply.com/
agrisupply.com,2019,https://web.archive.org/web/20191215192325/https://www.agrisupply.com/
agrisupply.com,2020,https://web.archive.org/web/20201218184119/https://www.agrisupply.com/
agrisupply.com,2021,https://web.archive.org/web/20211218050006/https://www.agrisupply.com/
agrisupply.com,2022,https://web.archive.org/web/20221210032245/https://www.agrisupply.com/
agrisupply.com,2023,https://web.archive.org/web/20231211211748/https://www.agrisupply.com/
agrisupply.com,2024,https://web.archive.org/web/20241003180946/https://www.agrisupply.com/
americanstandard-us.com,2009,https://web.archive.org/web/20090504094442/http://www.americanstandard-us.com:80/
americanstandard-us.com,2010,https://web.archive.org/web/20101223042216/http://www.americanstandard-us.com:80/
americanstandard-us.com,2011,https://web.archive.org/web/20111223092545/http://www.americanstandard-us.com:80/
americanstandard-us.com,2012,https://web.archive.org/web/20121231115555/http://www.americanstandard-us.com:80/
americanstandard-us.com,2013,https://web.archive.org/web/20131221090612/http://www.americanstandard-us.com/
americanstandard-us.com,2014,https://web.archive.org/web/20141230142255/http://www.americanstandard-us.com:80/
americanstandard-us.com,2015,https://web.archive.org/web/20151228235043/http://www.americanstandard-us.com:80/
